Year	PMID	Title	Species	Genome_Build	Chromosome	Start	End	TF	Target_Gene	Type(Enhancer_or_SE)	Regulatory_State(Active/Silenced)	Condition(Disease/Normal)	Disease_Name	MONDO	DOID	Tissue	Tissue Ontology_ID	Cell_Source	CVCL_ID	Cell_Type	Cell Ontology_ID	Experiment_Type	High_Throughput_Method	Low_Throughput_Method
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45650000	45651000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	Capan-1	CVCL_0026	pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45650000	45651000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	CFPAC-1	CVCL_0019	pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45675000	45676000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	PANC-1-IN		pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45675000	45676000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	Capan-1	CVCL_0026	pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45675000	45676000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	CFPAC-1	CVCL_0019	pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45700000	45701000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	PANC-1-IN		pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45700000	45701000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	Capan-1	CVCL_0026	pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2023	37370109	Epigenetic reprogramming-induced guanidinoacetic acid synthesis promotes pancreatic cancer metastasis and transcription-activating histone modifications	Homo sapiens	hg19	chr15	45700000	45701000		GATM	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	CFPAC-1	CVCL_0019	pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, ChIP-seq	CRISPRi (dCas9-KRAB), ChIP-RT-qPCR, 3C-RT-qPCR, RT-RT-qPCR, Western blot
2022	35842703	Super-enhancer profiling identifies novel critical and targetable cancer survival gene LYL1 in pediatric acute myeloid leukemia	Homo sapiens	hg19	chr19	13110271	13175850	GATA2	LYL1	Enhancer	Active	Disease	acute promyelocytic leukemia	MONDO:0017004	DOID:0060318	Bone Marrow	UBERON:0002371	NB4	CVCL_0005	acute promyelocytic leukemia cell	CL:0001054	Super enhancer activity assay, Functional perturbation assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, RT-RT-qPCR
2022	34571027	An Enhancer-Driven Stem Cell-Like Program Mediated by SOX9 Blocks Intestinal Differentiation in Colorectal Cancer	Homo sapiens	hg19	chr15	56550000	56550573	TCF4	PROM1	Enhancer	Active	Disease	colorectal carcinoma	MONDO:0005132	DOID:9256	Colon	UBERON:0001155	LS180	CVCL_0397	colorectal carcinoma cell	CL:0000066	Enhancer activity assay, TF binding assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, RT-RT-qPCR
2021	33351948	Endothelial p300 promotes portal hypertension and hepatic fibrosis through CCL2-dependent macrophage recruitment	Homo sapiens	hg19	chr17	32562334	32563183		CCL2	Enhancer	Active	Normal				Liver	UBERON:0002107	Liver sinusoidal endothelial cell		liver sinusoidal endothelial cell	CL:1000413	Functional perturbation assay, Enhancer activity assay	ChIP-seq, RNA-seq	CRISPR Knockout, CRISPRi, ChIP-RT-qPCR, RT-RT-qPCR
2025	41266362	Non-coding genetic variants underlying higher prostate cancer risk in men of African ancestry	Homo sapiens	hg19	chr8	128744932	128746104	FOXA1	NDRG1	Enhancer	Silenced	Disease	prostate cancer	MONDO:0008315	DOID:10283	Prostate gland	UBERON:0002367	MDA PCa 2B cells	CVCL_4740	prostate carcinoma cell	CL:0000066	Enhancer activity assay	ChIP-seq, ATAC-seq, RNA-seq	Luciferase reporter assay, ChIP-RT-qPCR, RT-RT-qPCR
2022	35778390	B cell receptor signaling drives APOBEC3 expression via direct enhancer regulation in chronic lymphocytic leukemia B cells	Homo sapiens	hg19	chr22	39370500	39372500		APOBEC3C	Enhancer	Silenced	Normal				Blood	UBERON:0000178	Normal B cells		B cell	CL:0000945	Enhancer activity assay, TF binding assay, Functional perturbation assay	CUT&Tag, ATAC-seq, Hi-C, RNA-seq	CRISPR Knockout, CRISPRi, qRT-PCR, Western blot
2022	35778390	B cell receptor signaling drives APOBEC3 expression via direct enhancer regulation in chronic lymphocytic leukemia B cells	Homo sapiens	hg19	chr22	39378500	39380500		APOBEC3C	Enhancer	Silenced	Normal				Blood	UBERON:0000178	Normal B cells		B cell	CL:0000945	Enhancer activity assay, TF binding assay, Functional perturbation assay	CUT&Tag, ATAC-seq, Hi-C, RNA-seq	CRISPR Knockout, CRISPRi, qRT-PCR, Western blot
2020	32732264	Cross-species analysis of enhancer logic using deep learning	Homo sapiens	hg19	chr6	396143	396593	SOX10	IRF4	Enhancer	Active	Disease	skin melanoma	MONDO:0005105	DOID:1909	Skin	UBERON:0000014	Human melanoma cell		melanoma cell	CL:0002573	Enhancer activity assay, TF binding assay	ATAC-seq, ChIP-seq, RNA-seq	Luciferase Reporter Assay
2015	26258633	Genome-wide association between YAP/TAZ/TEAD and AP-1 at enhancers drives oncogenic growth	Homo sapiens	hg19	chr10	92680870	92681128	TEAD4	ANKRD1	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MDA-MB-231	CVCL_0062	breast carcinoma cell	CL:0000066	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay
2015	26258633	Genome-wide association between YAP/TAZ/TEAD and AP-1 at enhancers drives oncogenic growth	Homo sapiens	hg19	chr6	132272417	132273191	TEAD4	CTGF	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MDA-MB-231	CVCL_0062	breast carcinoma cell	CL:0000066	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay
2016	26673704	Differential contribution of cis-regulatory elements to chromatin structure and expression of the CFTR locus	Homo sapiens	hg19	chr7	117038917	117040917	FOXA1	CFTR	Enhancer	Active	Normal				Intestine	UBERON:0000160	Human colorectal adenocarcinoma cell		colorectal adenocarcinoma cell	CL:0000066	Functional perturbation assay	ChIP-seq	CRISPR Knockout, qRT-PCR
2019	31217582	Noncoding deletions reveal a gene that is critical for intestinal function	Homo sapiens	hg19	chr16	1480850	1482378	FOXA1	LACZ	Enhancer	Active	Normal				Stomach	UBERON:0000945	Gastrointestinal epithelial cells		gastrointestinal epithelial cell	CL:0000066	Enhancer activity assay, Functional perturbation assay	WGS, WES, RNA-seq, ChIP-seq	Transgenic Reporter Assay, CRISPR Knockout, RT-RT-qPCR, Western blot
2022	35778390	B cell receptor signaling drives APOBEC3 expression via direct enhancer regulation in chronic lymphocytic leukemia B cells	Homo sapiens	hg19	chr22	39385500	39387500		APOBEC3C	Enhancer	Active	Disease	chronic lymphocytic leukemia	MONDO:0004951	DOID:1040	Blood	UBERON:0000178	Primary CLL B cells		B cell	CL:0000945	Enhancer activity assay, TF binding assay, Functional perturbation assay	CUT&Tag, ATAC-seq, Hi-C, RNA-seq	CRISPR knockout, CRISPRi, RT-RT-qPCR, Western blot
2016	26814967	Active medulloblastoma enhancers reveal subgroup-specific cellular origins	Homo sapiens	hg19	chr13	37428439	37429439		SMAD9	Enhancer	Active	Disease	medulloblastoma	MONDO:0005146	DOID:0050902	Brain	UBERON:0000955	HD-MB03	CVCL_IT11	medulloblastoma cell	CL:0000127	Chromatin interaction assay, Enhancer-target gene assignment assay	4C-seq, ChIP-seq, RNA-seq	RT-RT-qPCR
2016	26795348	Discordant Haplotype Sequencing Identifies Functional Variants at the 2q33 Breast Cancer Risk Locus	Homo sapiens	hg19	chr2	202122995	202124526	STAT3; MYC; CTCF	CASP8	Enhancer	Active	Normal				Breast	UBERON:0000310	HMEC	CVCL_U869	mammary epithelial cell	CL:0000066	Enhancer activity assay, TF binding assay, eQTL analysis, Genetic association study	Targeted DNA sequencing, Strand-specific RNA-seq, ChIP-seq	Luciferase reporter assay, RT-RT-qPCR, Sanger sequencing
2016	26795348	Discordant Haplotype Sequencing Identifies Functional Variants at the 2q33 Breast Cancer Risk Locus	Homo sapiens	hg19	chr2	202122995	202124526	STAT3; MYC; CTCF	CASP8	Enhancer	Active	Normal				Breast	UBERON:0000310	MCF-10A	CVCL_0598	breast epithelial cell	CL:0000066	Enhancer activity assay, TF binding assay, eQTL analysis, Genetic association study	Targeted DNA sequencing, Strand-specific RNA-seq, ChIP-seq	Luciferase reporter assay, RT-RT-qPCR, Sanger sequencing
2016	26795348	Discordant Haplotype Sequencing Identifies Functional Variants at the 2q33 Breast Cancer Risk Locus	Homo sapiens	hg19	chr2	202122995	202124526	STAT3; MYC; CTCF	CASP8	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	T-47D	CVCL_0553	breast carcinoma cell	CL:0000066	Enhancer activity assay, TF binding assay, eQTL analysis, Genetic association study	Targeted DNA sequencing, Strand-specific RNA-seq, ChIP-seq	Luciferase reporter assay, RT-RT-qPCR, Sanger sequencing
2016	26795348	Discordant Haplotype Sequencing Identifies Functional Variants at the 2q33 Breast Cancer Risk Locus	Homo sapiens	hg19	chr2	202122995	202124526	STAT3; MYC; CTCF	CASP8	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MCF-7	CVCL_0031	breast carcinoma cell	CL:0000066	Enhancer activity assay, TF binding assay, eQTL analysis, Genetic association study	Targeted DNA sequencing, Strand-specific RNA-seq, ChIP-seq	Luciferase reporter assay, RT-RT-qPCR, Sanger sequencing
2020	33020665	Highly interconnected enhancer communities control lineage-determining genes in human mesenchymal stem cells	Homo sapiens	hg19	chr7	107615000	107635000		LAMB1	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	bone marrow mesenchymal stem		mesenchymal stem cell	CL:0000134	Enhancer activity assay, Chromatin interaction assay, eQTL validation	ECHi-C, ChIP-seq, DNase-seq, scATAC-seq, RNA-seq	RT-RT-qPCR
2020	33020665	Highly interconnected enhancer communities control lineage-determining genes in human mesenchymal stem cells	Homo sapiens	hg19	chr3	186560000	186562000	CEBPB	ADIPOQ	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	bone marrow mesenchymal stem		mesenchymal stem cell	CL:0000134	Enhancer activity assay, Chromatin interaction assay, TF binding assay	ECHi-C, ChIP-seq, scATAC-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	33020665	Highly interconnected enhancer communities control lineage-determining genes in human mesenchymal stem cells	Homo sapiens	hg19	chr3	12335000	12337000	CEBPB	PPARG	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	bone marrow mesenchymal stem		mesenchymal stem cell	CL:0000134	Enhancer activity assay, Chromatin interaction assay, TF binding assay	ECHi-C, ChIP-seq, scATAC-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	33020665	Highly interconnected enhancer communities control lineage-determining genes in human mesenchymal stem cells	Homo sapiens	hg19	chr6	45300000	45302000	RUNX2	RUNX2	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	bone marrow mesenchymal stem		mesenchymal stem cell	CL:0000134	Enhancer activity assay, Chromatin interaction assay, TF binding assay	ECHi-C, ChIP-seq, scATAC-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	33020665	Highly interconnected enhancer communities control lineage-determining genes in human mesenchymal stem cells	Homo sapiens	hg19	chr6	132200000	132202000	TEAD1; TEAD4	CTGF	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	bone marrow mesenchymal stem		mesenchymal stem cell	CL:0000134	Enhancer activity assay, Chromatin interaction assay, TF binding assay	ECHi-C, ChIP-seq, scATAC-seq, scRNA-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	33020665	Highly interconnected enhancer communities control lineage-determining genes in human mesenchymal stem cells	Homo sapiens	hg19	chr4	54950000	54952000	TEAD1; TEAD4	PDGFRA	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	bone marrow mesenchymal stem		mesenchymal stem cell	CL:0000134	Enhancer activity assay, Chromatin interaction assay, TF binding assay	ECHi-C, ChIP-seq, scATAC-seq, scRNA-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2020	33020665	Highly interconnected enhancer communities control lineage-determining genes in human mesenchymal stem cells	Homo sapiens	hg19	chr19	33790000	33792000	CEBPB	CEBPA	Enhancer	Active	Normal				Bone marrow	UBERON:0002371	bone marrow mesenchymal stem		mesenchymal stem cell	CL:0000134	Enhancer activity assay, Chromatin interaction assay, TF binding assay	ECHi-C, ChIP-seq, scATAC-seq, RNA-seq	ChIP-RT-qPCR, RT-RT-qPCR
2022	34980595	GFI1 Cooperates with IKZF1/IKAROS to Activate Gene Expression in T-cell Acute Lymphoblastic Leukemia	Homo sapiens	hg19	chr1	92948000	92952000	GFI1	GFI1	Enhancer	Active	Disease	T-cell acute lymphoblastic leukemia	MONDO:0004947	DOID:0050890	Bone marrow	UBERON:0002371	Jurkat T-ALL	CVCL_0065	T lymphoblast	CL:0002419	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, RT-RT-qPCR
2022	34980595	GFI1 Cooperates with IKZF1/IKAROS to Activate Gene Expression in T-cell Acute Lymphoblastic Leukemia	Homo sapiens	hg19	chr1	92952000	92956000	GFI1	GFI1	Enhancer	Active	Disease	T-cell acute lymphoblastic leukemia	MONDO:0004947	DOID:0050890	Bone marrow	UBERON:0002371	Jurkat T-ALL	CVCL_0065	T lymphoblast	CL:0002419	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, RT-RT-qPCR
2015	26445536	HMOX1 enhancer via Nrf2 activation	Homo sapiens	hg19	chr22	43012000	43013000	NFE2L2	HMOX1	Enhancer	Active	Normal				Umbilical vein	UBERON:0002066	HUVEC	CVCL_2959	umbilical vein endothelial cell	CL:0002615	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ELISA
2015	26257940	Genome-wide association between YAP/TAZ/TEAD and AP-1 at enhancers drives oncogenic growth	Homo sapiens	hg19	chr6	132272417	132273191	TEAD4	CTGF	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MDA-MB-231	CVCL_0062	breast carcinoma cell	CL:0000066	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay
2014	24288367	Establishment of active chromatin structure at enhancer elements by mixed-lineage leukemia 1 to initiate estrogen-dependent gene expression	Homo sapiens	hg19	chr21	42770000	42770700	ESR1	TFF1	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MCF7	CVCL_0031	breast carcinoma cell	CL:0000066	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR
2024	38490101	Enhancer infestation drives tumorigenic activation of inactive B compartment in Epstein-Barr virus-positive nasopharyngeal carcinoma	Homo sapiens	hg19	chr1	191100000	191150000	SMAD3; REL	PLA2G4A	Enhancer	Active	Disease	nasopharyngeal carcinoma	MONDO:0005350	DOID:9260	Nasopharyngeal epithelium	UBERON:0008338	C666-1	CVCL_7949	nasopharyngeal carcinoma cell	CL:0000069	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, 4C-seq, ChIP-seq, RNA-seq	siRNA Knockdown, RT-RT-qPCR, Western blot, IHC
2024	38490101	Enhancer infestation drives tumorigenic activation of inactive B compartment in Epstein-Barr virus-positive nasopharyngeal carcinoma	Homo sapiens	hg19	chr1	185660000	185710000	SMAD3; REL	PTGS2	Enhancer	Active	Disease	nasopharyngeal carcinoma	MONDO:0005350	DOID:9260	Nasopharyngeal epithelium	UBERON:0008338	C666-1	CVCL_7949	nasopharyngeal carcinoma cell	CL:0000069	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, 4C-seq, ChIP-seq, RNA-seq	siRNA Knockdown, RT-RT-qPCR, Western blot
2024	38490101	Enhancer infestation drives tumorigenic activation of inactive B compartment in Epstein-Barr virus-positive nasopharyngeal carcinoma	Homo sapiens	hg19	chr6	134350000	134400000	SMAD3; REL	CITED2	Enhancer	Active	Disease	nasopharyngeal carcinoma	MONDO:0005350	DOID:9260	Nasopharyngeal epithelium	UBERON:0008338	C666-1	CVCL_7949	nasopharyngeal carcinoma cell	CL:0000069	Enhancer activity assay, Chromatin interaction assay, Functional perturbation assay	Hi-C, 4C-seq, ChIP-seq, RNA-seq	siRNA Knockdown, RT-RT-qPCR, Western blot
2023	37729434	TP63 fusions drive multicomplex enhancer rewiring, lymphomagenesis, and EZH2 dependence	Homo sapiens	hg19	chr8	127580017	127580036	TP63	MYC	Enhancer	Active	Disease	blastic plasmacytoid dendritic cell neoplasm	MONDO:0019474	DOID:0080738	Lymph node	UBERON:0000029	SMZ-1		plasmacytoid dendritic cell	CL:0000786	Regulatory element functional validation, 3D chromatin interaction mapping	ChIP-seq, HiChIP, PRO-seq, RNA-seq, CRISPR-Cas9 screening	qRT-PCR, and ChIP-qPCR
2023	37729434	TP63 fusions drive multicomplex enhancer rewiring, lymphomagenesis, and EZH2 dependence	Homo sapiens	hg19	chr11	85780828	85780847	TP63	EED	Enhancer	Active	Disease	blastic plasmacytoid dendritic cell neoplasm	MONDO:0019474	DOID:0080738	Lymph node	UBERON:0000029	SMZ-1		plasmacytoid dendritic cell	CL:0000786	Regulatory element functional validation, 3D chromatin interaction mapping	ChIP-seq, HiChIP, PRO-seq, RNA-seq, CRISPR-Cas9 screening	qRT-PCR, and ChIP-qPCR
2023	37729434	TP63 fusions drive multicomplex enhancer rewiring, lymphomagenesis, and EZH2 dependence	Homo sapiens	hg19	chr11	85773039	85773058	TP63	EED	Enhancer	Active	Disease	blastic plasmacytoid dendritic cell neoplasm	MONDO:0019474	DOID:0080738	Lymph node	UBERON:0000029	SMZ-1		plasmacytoid dendritic cell	CL:0000786	Regulatory element functional validation, 3D chromatin interaction mapping	ChIP-seq, HiChIP, PRO-seq, RNA-seq, CRISPR-Cas9 screening	qRT-PCR, and ChIP-qPCR
2016	26795348	Discordant Haplotype Sequencing Identifies Functional Variants at the 2q33 Breast Cancer Risk Locus	Homo sapiens	hg19	chr2	202122200	202123730	MYC	CASP8	Enhancer	Silenced	Normal				Breast	UBERON:0000310	MCF10A	CVCL_0598	breast epithelial cell	CL:0000066	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase reporter assay, RT-RT-qPCR
2016	26795348	Discordant Haplotype Sequencing Identifies Functional Variants at the 2q33 Breast Cancer Risk Locus	Homo sapiens	hg19	chr2	202204360	202205118	MYC	CASP8	Enhancer	Silenced	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	T-47D	CVCL_0553	breast carcinoma cell	CL:0000066	Enhancer activity assay	ChIP-seq, RNA-seq	Luciferase reporter assay, RT-RT-qPCR
2012	22665440	Integrative functional genomics identifies an enhancer looping to the SOX9 gene disrupted by the 17q243 prostate cancer risk locus	Homo sapiens	hg19	chr17	69108466	69108765	FOXA1	SOX9	Enhancer	Active	Normal				Breast	UBERON:0000310	MCF10A	CVCL_0598	breast epithelial cell	CL:0000066	Enhancer activity assay, TF binding assay	ChIP-seq, DNase-seq	Luciferase reporter assay, ChIP-RT-qPCR, Sanger sequencing
2012	22665440	Integrative functional genomics identifies an enhancer looping to the SOX9 gene disrupted by the 17q243 prostate cancer risk locus	Homo sapiens	hg19	chr17	69108466	69108765	FOXA1	SOX9	Enhancer	Active	Disease	prostate cancer	MONDO:0008315	DOID:10283	Prostate	UBERON:0002367	LNCaP	CVCL_0395	prostate carcinoma cell	CL:0000066	Enhancer activity assay, TF binding assay	ChIP-seq, DNase-seq	Luciferase reporter assay, ChIP-RT-qPCR, Sanger sequencing
2015	26257940	Genome-wide association between YAP/TAZ/TEAD and AP-1 at enhancers drives oncogenic growth	Homo sapiens	hg19	chr10	92680870	92681128	TEAD4	ANKRD1	Enhancer	Active	Disease	prostate cancer	MONDO:0008315	DOID:10283	Prostate	UBERON:0002367	VCaP cells	CVCL_2235	prostate carcinoma cell	CL:0000066	Enhancer activity assay	ChIP-seq	Luciferase Reporter Assay
2014	23698277	Aberrant TAL1 activation is mediated by an interchromosomal interaction in human T-cell acute lymphoblastic leukemia	Homo sapiens	hg19	chr16	19866900	19867895	C-MAF	TAL1	Enhancer	Active	Disease	breast carcinoma	MONDO:0006120	DOID:1612	Breast	UBERON:0000310	MDA-MB-231	CVCL_0062	breast carcinoma cell	CL:0000066	Enhancer activity assay, TF binding assay, Chromatin interaction assay, Functional perturbation assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, RT-RT-qPCR, Western blot
2023	37749332	Interaction between estrogen receptor-?? and PNPLA3 pI148M variant drives fatty liver disease susceptibility in women	Homo sapiens	hg19	chr22	44315438	44315637	ESR1	PNPLA3	Enhancer	Active	Disease	T-cell acute lymphoblastic leukemia	MONDO:0004947	DOID:0050890	Blood	UBERON:0000178	Jurkat	CVCL_0065	T lymphoblast	CL:0002419	Enhancer activity assay, TF binding assay, Functional perturbation assay	RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, CRISPR Knockout, qRT-PCR, Western blot
2022	35741778	Discovery and Functional Characterization of Two Regulatory Variants Underlying Lupus Susceptibility at 2p131	Homo sapiens	hg19	chr2	74399364	74399764	ARID3A	DGUOK	Enhancer	Active	Disease	hepatocellular carcinoma	MONDO:0007256	DOID:684	Liver	UBERON:0002107	HepG2	CVCL_0027	hepatocellular carcinoma cell	CL:0000182	Enhancer activity assay, TF binding assay	ChIP-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, qRT-PCR, Western blot
2021	34782839	TNF-??-producing macrophages determine subtype identity and prognosis via AP1 enhancer reprogramming in pancreatic cancer	Homo sapiens	hg19	chr10	17275000	17276500	JUN	VIM	Enhancer	Active	Normal				Blood	UBERON:0000178	GM12878	CVCL_7526	B lymphoblastoid cell	CL:0000945	Enhancer activity assay, TF binding assay, Functional perturbation assay	ChIP-seq, ATAC-seq, RNA-seq	Luciferase Reporter Assay, ChIP-RT-qPCR, qRT-PCR, Western blot
2021	34155213	A gain-of-function single nucleotide variant creates a new promoter which acts as an orientation-dependent enhancer-blocker	Homo sapiens	hg19	chr16	120000	121400	GATA1; KLF1; TAL1	HBA1	Enhancer	Active	Disease	pancreatic ductal adenocarcinoma	MONDO:0005147	DOID:3490	Pancreas	UBERON:0001264	CAPAN1	CVCL_0026	pancreatic ductal adenocarcinoma cell	CL:0000066	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, ATAC-seq, RNA-seq, 3C-seq	ChIP-RT-qPCR, qRT-PCR
2021	34155213	A gain-of-function single nucleotide variant creates a new promoter which acts as an orientation-dependent enhancer-blocker	Homo sapiens	hg19	chr16	144000	145400	GATA1; KLF1; TAL1	HBA1	Enhancer	Active	Normal				Blood	UBERON:0000178	iPSC-derived erythroblasts		iPSC-derived erythroblast	CL:0000765	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, ATAC-seq, RNA-seq, 3C-seq	ChIP-RT-qPCR, qRT-PCR
2021	34155213	A gain-of-function single nucleotide variant creates a new promoter which acts as an orientation-dependent enhancer-blocker	Homo sapiens	hg19	chr16	183000	184400	GATA1; KLF1; TAL1	HBA1	Enhancer	Active	Normal				Blood	UBERON:0000178	iPSC-derived erythroblasts		iPSC-derived erythroblast	CL:0000765	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, ATAC-seq, RNA-seq, 3C-seq	ChIP-RT-qPCR, qRT-PCR
2021	34155213	A gain-of-function single nucleotide variant creates a new promoter which acts as an orientation-dependent enhancer-blocker	Homo sapiens	hg19	chr16	194000	195400	GATA1; KLF1; TAL1	HBA1	Enhancer	Active	Normal				Blood	UBERON:0000178	iPSC-derived erythroblasts		iPSC-derived erythroblast	CL:0000765	Enhancer activity assay, Chromatin interaction assay	ChIP-seq, ATAC-seq, RNA-seq, 3C-seq	ChIP-RT-qPCR, qRT-PCR
2024	39277592	Enhancer-promoter hubs organize transcriptional networks promoting oncogenesis and drug resistance	Homo sapiens	hg19	chr3	30300000	31100000		PTPRG	Enhancer	Silenced	Normal				Blood	UBERON:0000178	iPSC-derived erythroblasts		iPSC-derived erythroblast	CL:0000765	Chromatin interaction assay, Functional perturbation assay	Hi-C, ATAC-seq, H3K27ac ChIP-seq, RNA-seq	RT-RT-qPCR
